conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1868172950333206680,Sun Dec 15 05:55:14 +0000 2024,0,Menbud Fadli Zon Usulkan Pelajaran Sejarah Jadi Wajib Masuk Kurikulum Merdeka https://t.co/DhyV9730V2 lewat @Koran Bogor,1868172950333206680,,,in,Jawa Barat -Indonesia.,0,0,0,https://x.com/martinusnussah/status/1868172950333206680,97858954,martinusnussah
1872525784512155735,Fri Dec 27 06:11:51 +0000 2024,0,Sekolah baru punya silup kenapa nggak pake kurikulum merdeka?,1872525784512155735,,,in,"Bangkok, Thailand",0,0,0,https://x.com/Lasuardi/status/1872525784512155735,23752147,Lasuardi
1872786668782272945,Fri Dec 27 23:28:31 +0000 2024,1,Setelah ga ada kurikulum merdeka mungkin kampus bakal seneng mahasiswanya ga kabur lagi di semeester 7. #BangkitkanTimRobot,1872786668782272945,,,in,Surabaya,0,0,0,https://x.com/ivokun/status/1872786668782272945,62811513,ivokun
1868958680286433420,Tue Dec 17 09:57:27 +0000 2024,0,50 Contoh Catatan Wali Kelas Singkat Rapor Kurikulum Merdeka Semester 1 SD-SMA Penuh Motivasi https://t.co/Elmni6Ye3W lewat @tribunnews #rapor #walikelas #kurikulummerdeka,1868958680286433420,,,in,"Balikpapan, Indonesia",0,0,0,https://x.com/tribunkaltim/status/1868958680286433420,103551225,tribunkaltim
1869241601232654644,Thu Dec 19 09:12:32 +0000 2024,50,@auxiliarywits Banyak temen ku yg ngajar yg gen Alpha dan Beta bakalan lebih ngeri lagi dari gen Z yg skg sudah remaja dan dewasa muda. Kurikulum merdeka si Nadiem bener-bener sistemik rusaknya daripada dampak positif nya. Gk sepenuhnya nyalahin individu tp bener-bener korban dari sistem.,1869672153542725683,,auxiliarywits,in,Wonosobo,2,1,4,https://x.com/chaebarov/status/1869672153542725683,3858586213,chaebarov
1770288630147494073,Wed Mar 20 03:17:54 +0000 2024,238,Ibu bapak &amp; kakak2 akademisi di bidang pendidikan ini ada paper terbaru (2024) tentang #MerdekaBelajar anget from the oven baru saja dipresentasikan di World Bank Education Global Practice Seminar. Bisa dibaca diunduh &amp; dikomentari di sini: https://t.co/HbC7NUuL8O https://t.co/yXqcAQ8Zzq,1770288630147494073,https://pbs.twimg.com/media/GJFUIG_agAAcwK9.jpg,,in,Jakarta ,8,4,95,https://x.com/adekumala/status/1770288630147494073,30654287,adekumala
1863426720164176138,Mon Dec 02 03:35:25 +0000 2024,0,Berikut kunci jawaban PAI kelas 11 halaman 59 60 61 dan 62 Kurikulum Merdeka Penilaian Pengetahuan Bab 2. https://t.co/rW0FmNS2YM,1863426720164176138,,,in,,0,0,0,https://x.com/Mangakyo2/status/1863426720164176138,1190299116871372800,Mangakyo2
1872256214635352319,Thu Dec 26 12:34:55 +0000 2024,3,@ThatSun510 @nadiemmakarim @prabowo @StopPlandemit @SumandoGaek @mamakchayank @seekracle @BukanAntarkota @FirmanSentosa22 @dokter_kampung @BabehAldoAje135 @pongrekundharma @Faraz_kepri Kurikulum merdeka itu baru banget mandatori sekolah pakai kurmer itu juga baru 1-2 thn belakangan.. Sedang anak SMK sekarang (kelas 10).. sdh SD sejak 2014-2015. Pola pendidikan sudah bobrok jauh sblm itu.. Kurmer hanya finishing kebobrokan tsb..,1872259796868681790,,ThatSun510,in,,0,1,0,https://x.com/hanan052020/status/1872259796868681790,1417251642085318663,hanan052020
1870082695017177382,Fri Dec 20 12:23:53 +0000 2024,6,Mari bersama-sama membuat pembelajaran yang menarik di kelas kita #kurikulummerdeka #pembelajaranmenarik Source: Instagram @asrulresa_26 https://t.co/cxUBVADsiG,1870082695017177382,https://pbs.twimg.com/ext_tw_video_thumb/1870082640948408322/pu/img/4QYBfklo0T5zhnO2.jpg,,in,,0,1,4,https://x.com/educology_id/status/1870082695017177382,1112818225,educology_id
1871575319091818737,Tue Dec 24 15:15:02 +0000 2024,0,baca nih w o r o jirrrr lu guru paud kemang gamau napak liat lingkungan sekitar kalo kurikulum merdeka tuh caur bgtt njinkk nyalahin anak sm org tua yg gasiap. ya emng indo gasiap pake kurikulum giniann,1871575319091818737,,,in,,0,1,0,https://x.com/yooutha/status/1871575319091818737,1017097377813954560,yooutha
540837638727409665,Fri Dec 05 11:58:36 +0000 2014,145,Mendikbud @aniesbaswedan menghentikan jalannya kurikulum 2013 bagi sekolah yg br melaksakan 1 semester utk menggunakan kurikulum 2006,540837638727409665,,,in,Jakarta,1,134,2277,https://x.com/Kemdikdasmen/status/540837638727409665,631701837,Kemdikdasmen
1861701534607982976,Wed Nov 27 09:20:09 +0000 2024,0,20 Contoh Soal PAS PJOK Kelas 7 Semester 1 Kurikulum Merdeka Yuk Pelajari! https://t.co/Lzer851J4E,1861701534607982976,,,in,iNews Tower,0,0,0,https://x.com/officialinews_/status/1861701534607982976,132078023,officialinews_
1867552599135637508,Fri Dec 13 12:50:11 +0000 2024,0,sch! guys apakah dr kalian ada yang sudah mengisi soal2 buku paket panggelar basa sunda kurikulum merdeka kelas 11? thanks!,1867552599135637508,,,in,Kirim Menfess 👇🏻,0,0,0,https://x.com/schfess/status/1867552599135637508,1201673806156161025,schfess
1863533905929978104,Mon Dec 02 10:41:20 +0000 2024,0,50 Soal UAS/PAS/SAS Bahasa Indonesia Kelas 1 Semester 1 Kurikulum Merdeka dan Kunci Jawaban https://t.co/On3WhWPZ9c,1863533905929978104,,,in,"Jakarta Barat, DKI Jakarta",0,0,0,https://x.com/SonoraFM92/status/1863533905929978104,180696019,SonoraFM92
1870240081468125464,Fri Dec 20 22:49:17 +0000 2024,0,Kurikulum merdeka... Anak jualan dagangannya dibuang.,1870240081468125464,,,in,Jakarta Capital Region,0,0,0,https://x.com/endanghidayat/status/1870240081468125464,81766731,endanghidayat
1205042169720918018,Thu Dec 12 08:30:16 +0000 2019,208,Udah pada denger belum kalo ada beberapa perubahan dalam kebijakan pendidikan yang telah disampaikan Menteri Pendidikan dan Kebudayaan (Mendikbud) Nadiem Makarim? @Kemdikbud_RI menerapkan program #MerdekaBelajar dengan 4 kebijakan utama. https://t.co/n0n5LG3sSE,1205042169720918018,https://pbs.twimg.com/media/ELkrdkJUUAEiQNU.jpg,,in,,3,6,78,https://x.com/zeniuseducation/status/1205042169720918018,85751142,zeniuseducation
1868835486066000157,Tue Dec 17 01:47:55 +0000 2024,0,MENBUD mengungkapkan harapan agar pelajaran sejarah kembali diwajibkan di sekolah seiring dengan keinginan masyarakat. Meskipun ada Kurikulum Merdeka siswa SD hingga SMA tetap akan diwajibkan mempelajari sejarah. #MorningVoice,1868835486066000157,,,in,Jakarta,0,0,0,https://x.com/BVOICE_RADIO/status/1868835486066000157,74664107,BVOICE_RADIO
1862670874278863170,Sat Nov 30 01:31:57 +0000 2024,4,Udah gak ngerti lagi. Yang jelas kurikulum merdeka produknya Nadim Mulyono menghasilkan beberapa anak masuk SMP tapi belum bisa baca ,1862670874278863170,,,in,Planet Mars ,0,1,3,https://x.com/DokFun/status/1862670874278863170,1352115360762236929,DokFun
1741757222932361292,Mon Jan 01 13:42:10 +0000 2024,258,Pernah saya sampaikan saat Panja Kurikulum Merdeka di Komisi X bahwa hilangnya materi sejarah peminatan/ berwawasan global sangat kontradiktif dengan gagasan bahwa Kurikulum Merdeka diarahkan pada persaingan global. Dasar untuk bersaing seperti pengetahuan sejarah berwawasan,1741817088799588412,,zanatul_91,in,,3,6,44,https://x.com/zanatul_91/status/1741817088799588412,88120377,zanatul_91
1865982203873968232,Mon Dec 09 04:50:00 +0000 2024,0,Pengalaman meneliti secara langsungimplementasi kurikulum merdeka di Jejuseo Middle School Korea Selatan. #Headline https://t.co/VsOBW5cKE8,1865982203873968232,,,in,Indonesia,0,0,0,https://x.com/kompasiana/status/1865982203873968232,23786106,kompasiana
1187164417558859776,Thu Oct 24 00:30:28 +0000 2019,398,Karakter kompetensi dan relevansi menjadi fokus Mendikbud Nadiem Makarim. Untuk mewujudkannya diperlukan gotong royong semua pihak. Simak pernyataan lengkap Mendikbud di sini &gt;&gt; https://t.co/pFW4ZTZMKD #BersamaIndonesiaMaju #CerdasBerkarakter https://t.co/o77pVkLERJ,1187164417558859776,https://pbs.twimg.com/media/EHmnvRrU4AAHIYf.jpg,,in,Jakarta,6,18,105,https://x.com/Kemdikdasmen/status/1187164417558859776,631701837,Kemdikdasmen
1868223167833243921,Sun Dec 15 09:14:47 +0000 2024,0,Berikut ini adalah beberapa contoh deskripsi rapor Semester 1 (Ganjil) Kurikulum Merdeka jenjang SD SMP dan SMA. Rapor Kurikulum Merdeka tidak hanya sekadar kumpulan angka ... https://t.co/yOQkXw2ezH,1868223167833243921,,,in,"Jawa Tengah, Indonesia",0,0,0,https://x.com/MediabagiCom/status/1868223167833243921,1862111080501415936,MediabagiCom
1859796111252390247,Fri Nov 22 03:08:40 +0000 2024,3, Pak ini bukunya gak ada yang lebih update? Hah? Kenapa emang? Presidennya sekarang kan Pak Prabowo? BUKU IPS MU ITU KURIKULUM MERDEKA TERBITAN 2023 BELIAU BAHKAN BELUM ADA DUA BULAN MENJABAAAAAAATTTTT!!!!!,1859796111252390247,,,in,,0,3,0,https://x.com/Yukikaze_D_/status/1859796111252390247,1380833554540552197,Yukikaze_D_
1864326626055737475,Wed Dec 04 15:11:19 +0000 2024,0,35 Contoh Soal Matematika Kelas 4 Semester 1 Kurikulum Merdeka Lengkap dengan Jawabannya https://t.co/SlTKxc6Ccq,1864326626055737475,,,in,iNews Tower,0,0,0,https://x.com/officialinews_/status/1864326626055737475,132078023,officialinews_
1869586930092179560,Thu Dec 19 03:33:54 +0000 2024,6,Siswa diberi kesempatan gali potensi diri Kurikulum merdeka layak dipertahankan. . #fraksidemokrat #demokrat #demokrats14p #demokratjatim #jawatimur #jatim https://t.co/0nOEVVYrxK,1869586930092179560,https://pbs.twimg.com/media/GfIbZkiboAEuT7H.jpg,,in,,0,0,1,https://x.com/JatimDemokrat/status/1869586930092179560,1359748888014458882,JatimDemokrat
1868609081709363598,Mon Dec 16 10:48:16 +0000 2024,0,Hukum Salat Gerhana! Kunci Jawaban PAI Kelas 8 Halaman 94 Kurikulum Merdeka https://t.co/82d3pR8JQu,1868609081709363598,,,in,Ambon,0,0,0,https://x.com/tribunambonnews/status/1868609081709363598,1449955921312960513,tribunambonnews
1710537957306745254,Sat Oct 07 10:50:50 +0000 2023,379,@WAPamungkas Padahallll.... Fungsinya kurikulum merdeka salah satunya adalah supaya siswa punya track record baik itu prestasi maupun sebaliknya. Jadi gausah cek2 medsos gini gimana kalo anaknya ga punya medsos mo dipaksain juga?,1710608617496592800,,WAPamungkas,in,,4,0,21,https://x.com/antropolohis/status/1710608617496592800,97671645,antropolohis
1847173909294334001,Fri Oct 18 07:18:20 +0000 2024,223,@sekar_malam Inilah hasil dari Kurikulum Merdeka....wes ajuuurrrrr jum.....,1847175365833490820,,sekar_malam,in,,1,53,10,https://x.com/YanuarWicakson9/status/1847175365833490820,1538654354622005248,YanuarWicakson9
1860917581835841591,Mon Nov 25 05:25:00 +0000 2024,4,Wakil Menteri Pemberdayaan Perempuan dan Perlindungan Anak (PPPA) Veronica Tan menekankan pentingnya perubahan paradigma dalam pendidikan anak usia dini (PAUD) melalui Kurikulum Merdeka. https://t.co/eRz4KOn90n,1860917581835841591,,,in,Jakarta - Indonesia,0,1,1,https://x.com/mediaindonesia/status/1860917581835841591,68930552,mediaindonesia
1862356394739204431,Fri Nov 29 04:42:20 +0000 2024,1,Tujuannya baik sih tapi kok malah jadi bumerang?! Kurikulum Merdeka emang memuat nilai kreatifitas murid dan guru. Sayangnya kurikulum ini bisa jadi bumerang juga bagi para guru. Kok bisa? Cek selengkapnya di sini yuk! https://t.co/G36SVWne9h https://t.co/oGVSaLJ4iG,1862356394739204431,https://pbs.twimg.com/media/GdhrRIrXgAAqLqe.jpg,,in,Indonesia,0,1,1,https://x.com/campaign_id/status/1862356394739204431,1728180828,campaign_id
1867747431913599122,Sat Dec 14 01:44:23 +0000 2024,2,Workshop kurmer ini belum tuntas belum juga pada nyantol Uda denger isu2 mo ganti kurikulum lagi Sambutannya semoga kurikulum merdeka bisa mendarah daging. Gimana mau mendarah daging baru disuntik udah ganti obat aja ,1867747431913599122,,,in,"Gresik, Indonesia",0,0,0,https://x.com/nrlllizzzz_/status/1867747431913599122,1254759117442310144,nrlllizzzz_
1864839124257247618,Fri Dec 06 01:07:48 +0000 2024,0,50 Soal UAS Sejarah Indonesia Kelas 10 Semester 1 dan Kunci Jawaban Terbaru 2024 Kurikulum Merdeka https://t.co/vPj4rwECFl lewat @tribunnews #ujian #uas #sejarah #kelas10 #kuncijawaban #kurikulummerdeka,1864839124257247618,,,in,"Balikpapan, Indonesia",0,0,0,https://x.com/tribunkaltim/status/1864839124257247618,103551225,tribunkaltim
1870443854773780548,Sat Dec 21 12:34:01 +0000 2024,0,@kw0ngf Klo kurikulum merdeka gitu baru PKL pas kls 12 awal jadi satu semester itu full PKL makanya gak ada dikasih materi dari sekolah klo aku tuh mau les juga susah bagi waktu,1870447631706824844,,kw0ngf,in,,0,1,0,https://x.com/scoupslele/status/1870447631706824844,1840046528880357382,scoupslele
1864577669691789347,Thu Dec 05 07:48:53 +0000 2024,0,Inilah soal SAS Matematika kelas 5 semester 1 Kurikulum Merdeka https://t.co/yZW34rLKUD,1864577669691789347,,,in,"Balikpapan, Indonesia",0,0,0,https://x.com/tribunkaltim/status/1864577669691789347,103551225,tribunkaltim
1869844522412453898,Thu Dec 19 20:37:28 +0000 2024,1,Padahal gen z itu generasi yang paling apes. 2008 disambut krismon. Kurikulum KTSP mendadak diganti K-13 lalu diganti lagi jadi Kurikulum Merdeka. Belom lagi awal 2020 disambut pandemi global imbasnya perusahaan pada bangkrut. Tapi disalahin mulu.,1869844522412453898,,,in,"Honolulu, HI",0,1,0,https://x.com/inimaulaa/status/1869844522412453898,1297549974083784705,inimaulaa
1868462065645658148,Mon Dec 16 01:04:05 +0000 2024,0,13 Contoh Deskripsi Rapor Kurikulum Merdeka Semester 1 SD-SMA Catatan Wali Kelas untuk Orang Tua https://t.co/4EsQbtGrHh lewat @tribunnews #deskripsi #rapor #kurikulummerdeka #sekolah #pendidikan,1868462065645658148,,,in,"Balikpapan, Indonesia",0,0,0,https://x.com/tribunkaltim/status/1868462065645658148,103551225,tribunkaltim
1864968672789565935,Fri Dec 06 09:42:35 +0000 2024,0,Mempelajari Tentang Akikah dan Kurban! Kunci Jawaban PAI Kelas 9 Halaman 105 Kurikulum Merdeka https://t.co/H29HVxAvST,1864968672789565935,,,in,Ambon,0,0,0,https://x.com/tribunambonnews/status/1864968672789565935,1449955921312960513,tribunambonnews
1872690667115430028,Fri Dec 27 17:07:02 +0000 2024,0,Kriteria Ketercapaian Tujuan Pembelajaran (KKTP) Bahasa Inggris Kelas 1 SD/MI Fase A Kurikulum Merdeka #kktpkelas1 #kktpbahasainggris #kktpkurikulummerdeka #kriteriaketercapaiantujuanpembelajaran https://t.co/fv61rwWrqG,1872690667115430028,,,in,,0,0,0,https://x.com/abdierablog/status/1872690667115430028,1760637346700218368,abdierablog
1742095455910322527,Wed Jan 03 05:19:51 +0000 2024,385,@debordsbitch testimoni gua sbg anak sma kurikulum merdeka percobaan: RIBET ngeluarin duit BANYAK guru jd males ngajar dgn kedok kurikulum merdeka (fakta) tugas banyak tp materi gak nyangkut di otak kejar-kejaran antara akademik sm projek antarsekolah tuh beda-beda ,1742415452490661974,,debordsbitch,in,,19,8,35,https://x.com/swoftiej/status/1742415452490661974,1398162272703246337,swoftiej
1868609165092106361,Mon Dec 16 10:48:36 +0000 2024,0,Mempelajari Mikrokontroler! Kunci Jawaban Informatika Kelas 12 Halaman 48 Kurikulum Merdeka Bab 2 https://t.co/ge4v1UyLs6,1868609165092106361,,,in,Ambon,0,0,0,https://x.com/tribunambonnews/status/1868609165092106361,1449955921312960513,tribunambonnews
1859205193810002232,Wed Nov 20 12:00:35 +0000 2024,0,nah kan bagus ini Kurikulum Merdeka,1859205193810002232,,,in,"ÜT: -6.9,107.6",0,0,0,https://x.com/estananto/status/1859205193810002232,94292914,estananto
1867557891135484069,Fri Dec 13 13:11:13 +0000 2024,0,50 Soal UAS/PAS IPA Kelas 9 Semester 1 dan Kunci Jawaban Bentuk Pilihan Ganda Kurikulum Merdeka https://t.co/JVHWVHJ9Q5 lewat @tribunnews,1867557891135484069,,,in,"Balikpapan, Indonesia",0,0,0,https://x.com/tribunkaltim/status/1867557891135484069,103551225,tribunkaltim
1863426770416058843,Mon Dec 02 03:35:37 +0000 2024,0,Berikut kunci jawaban PAI kelas 11 halaman 59 60 61 dan 62 Kurikulum Merdeka Penilaian Pengetahuan Bab 2. https://t.co/ELHVrWg4zK,1863426770416058843,,,in,Indonesia,0,0,0,https://x.com/sorenamoo/status/1863426770416058843,3266658440,sorenamoo
1867453397898867074,Fri Dec 13 06:16:00 +0000 2024,0,Untuk membantu Pendidik dalam menerapkan KKTP Eduinesia telah menyediakan link download KKTP Kelas 5 Kurikulum Merdeka Semester 1 &amp; 2. https://t.co/9fmJjeVFar #sekolah #sekolahdasar #kurikulummerdeka,1867453397898867074,,,in,,0,0,0,https://x.com/eduinesia/status/1867453397898867074,1838581241458888705,eduinesia
1869682868802171036,Thu Dec 19 09:55:07 +0000 2024,5,Ptn! guys adakah yang punya pengalaman linjur di kurikulum merdeka? coba share di reply dong guys soalnya aku kepikiran buat linjur.. ,1869682868802171036,,,in,RULES 👉,0,0,1,https://x.com/sbmptnfess/status/1869682868802171036,1205629250423779328,sbmptnfess
1860118450691334411,Sat Nov 23 00:29:32 +0000 2024,1,Berkat Kurikulum Merdeka,1860118450691334411,,,in,,0,0,0,https://x.com/politikana/status/1860118450691334411,18660644,politikana
1869766641011290171,Thu Dec 19 15:28:00 +0000 2024,0,link download Modul P5 Fase D Kelas 7 8 9 SMP/MTS Kurikulum Merdeka lengkap semua tema yang dapat diunduh secara gratis. https://t.co/68yKwl6nC5 #sekolah #sekolahdasar #kurikulummerdeka,1869766641011290171,,,in,,0,0,0,https://x.com/eduinesia/status/1869766641011290171,1838581241458888705,eduinesia
1869277727695495291,Wed Dec 18 23:29:57 +0000 2024,32,@RevoNugroho @tanyarlfes Itu salah satu faktor aja sih tetep kuncinya ya dari belajar sendiri. Gak semua orang juga gara2 kurikulum merdeka jdi gabisa yg ada karena males aja pada gamau belajar pemicunya y kurikulum merdeka ini.,1869525540694262223,,RevoNugroho,in,"Seoul, Republic of Korea",0,1,0,https://x.com/airenroseane/status/1869525540694262223,1035044560580173824,airenroseane
1793159787670310917,Wed May 22 05:59:43 +0000 2024,291,Jangan sampai kebijakan Kampus Merdeka yang selama ini dilaksanakan rupanya jadi salah satu strategi pemerintah memandulkan gerakan mahasiswa. Orientasi semua mahasiswa jadi kerja magang dan jadi profesional di luar kampus. Jadi males berorganisasi dan jadi aktor gerakan.,1793159787670310917,,,in,"West Borneo, Indonesia",11,12,91,https://x.com/namasayamelki/status/1793159787670310917,1083640205318311938,namasayamelki
1864320216945315959,Wed Dec 04 14:45:51 +0000 2024,0,40 Soal IPAS Kelas 5 Semester 1 Kurikulum Merdeka dan Kunci Jawabannya Jadikan Latihan Ujian Anak Bun https://t.co/NnAeIolnx0,1864320216945315959,,,in,Indonesia,0,0,0,https://x.com/haibundacom/status/1864320216945315959,864334585860980737,haibundacom
1867072146750705779,Thu Dec 12 05:01:02 +0000 2024,0,40 Contoh Soal Agama Kelas 4 Semester 1 Kurikulum Merdeka Beserta Kunci Jawabannya https://t.co/mLgAMBcADR,1867072146750705779,,,in,iNews Tower,0,0,0,https://x.com/officialinews_/status/1867072146750705779,132078023,officialinews_
